review_priority,priority_reason,source_obligation_id,parent_record_id,article_id,paragraph_id,article_title,rule_candidate_id,rule_candidate_summary,rule_family,logic_type,detection_target,sir_link_type,sir_candidate_fields,evidence_source,ready_for_v1,gemini_confidence,reviewer_note
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:①:ob03,law_fincpa_main_2026-01-02:제18조:①,제18조,①,적정성원칙,law_fincpa_main_2026-01-02:제18조:①:ob03:rule01,"Before concluding a loan contract without prior solicitation, the financial sales agent must gather the consumer's profile information (including property status, debt status, and net worth) through interviews or questionnaires.",adequacy,required_process,consumer_profile,direct_workflow_field,consumer_profile|adequacy_check,consumer_profile_form,yes,high,"This rule implements the adequacy principle specifically for loan products (대출성 상품) under Article 18 Paragraph 1, requiring the collection of consumer profile data prior to contract execution when no solicitation occurred."
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:②:ob01,law_fincpa_main_2026-01-02:제18조:②,제18조,②,적정성원칙,law_fincpa_main_2026-01-02:제18조:②:ob01:rule01,"Ensure that if a financial product is determined to be unsuitable for a general financial consumer based on the adequacy assessment, a notification of unsuitability is generated and delivered to the consumer.",adequacy,required_process,workflow_metadata,derived_decision_field,adequacy_check,workflow_log,yes,high,This rule requires a system check to verify that an unsuitability notification was triggered and sent to the consumer whenever the adequacy assessment result is 'unsuitable'.
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:②:ob02,law_fincpa_main_2026-01-02:제18조:②,제18조,②,적정성원칙,law_fincpa_main_2026-01-02:제18조:②:ob02:rule01,"Verify that the system captures and stores the general financial consumer's confirmation (via signature, seal, audio recording, or other prescribed methods) immediately after they are notified of product unsuitability.",adequacy,required_record,record_system,direct_record_field,adequacy_check|explanation_confirmation|activity_record,record_archive,yes,high,"This rule ensures that the system maintains a verifiable audit trail of the consumer's explicit acknowledgment of the unsuitability warning, matching the methods specified in the Enforcement Decree."
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:④:ob01,law_fincpa_main_2026-01-02:제18조:④,제18조,④,적정성원칙,law_fincpa_main_2026-01-02:제18조:④:ob01:rule01,Exempt the application of the adequacy principle (Paragraphs 1 and 2) when selling private equity investment securities under the Capital Markets Act.,adequacy,required_process,workflow_metadata,derived_decision_field,product_identity|adequacy_check,workflow_log,yes,high,This rule establishes a conditional exemption from the adequacy assessment workflow when the product identity is verified as a private equity investment security under the Capital Markets Act.
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:④:ob02,law_fincpa_main_2026-01-02:제18조:④,제18조,④,적정성원칙,law_fincpa_main_2026-01-02:제18조:④:ob02:rule01,Establish a workflow to process and apply adequacy assessment procedures to private equity sales when an eligible general financial consumer requests such assessment.,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_type|adequacy_check,workflow_log,yes,high,"This rule governs the operational workflow for handling consumer requests to opt-in to adequacy assessments for private equity products, overriding default exemptions."
low,high_priority_article,law_fincpa_main_2026-01-02:제18조:⑤:ob01,law_fincpa_main_2026-01-02:제18조:⑤,제18조,⑤,적정성원칙,law_fincpa_main_2026-01-02:제18조:⑤:ob01:rule01,Ensure eligible consumers defined by Presidential Decree are notified in advance of their right to request the application of suitability and adequacy principles.,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_type|suitability_check|adequacy_check,workflow_log,yes,high,This rule requires verifying that a pre-sale notification workflow was triggered and completed for eligible consumers before proceeding with the transaction.
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob01,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob01:rule01,"보장성 상품 권유 또는 설명 요청 시 보험료, 지급제한 사유, 위험보장 범위 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.",explanation,required_presence,content_text,direct_content_field,explanation_material|explanation_confirmation|insurance_warning,explanation_form,yes,high,"보장성 상품(보험 등)의 핵심 설명 항목인 보험료, 지급제한 사유, 위험보장 범위가 설명서 및 고객 확인서에 포함되어 있는지 검증하는 규칙입니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob02,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob02:rule01,"투자성 상품 권유 또는 설명 요청 시 상품 내용, 투자 위험, 위험등급, 수수료 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.",explanation,required_presence,content_text,direct_content_field,explanation_material|investment_warning|explanation_confirmation,explanation_form,yes,high,"투자성 상품의 핵심 설명 항목인 투자위험, 위험등급, 수수료 등이 설명서 및 고객 확인서에 누락 없이 포함되어 있는지 검증하는 규칙입니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob03,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob03:rule01,"예금성 상품 권유 또는 설명 요청 시 상품 내용, 이자율, 수익률 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.",explanation,required_presence,content_text,direct_content_field,explanation_material|product_core_terms|loan_rate_basis,explanation_form,yes,high,"예금성 상품의 핵심 설명 항목인 상품 내용, 이자율, 수익률 등이 설명서 및 고객 확인서에 포함되어 있는지 검증하는 규칙입니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob04,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob04:rule01,"Verify that the explanation material for loan products contains interest rate variability, early repayment fees, collateral/mortgage terms, and the total amount to be paid by the consumer.",explanation,required_presence,content_text,direct_content_field,explanation_material|loan_conditions|loan_rate_basis|loan_interest_timing|loan_costs,explanation_form,yes,high,"This rule maps the specific statutory disclosure items for loan products (interest rate variability, early repayment fees, collateral, and total cost) directly to the explanation material content requirements."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob05,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob05:rule01,"금융상품과 연계되거나 제휴된 서비스가 있는 경우, 해당 연계·제휴 서비스의 구체적 내용, 이행책임 주체 및 제공기간 등 중요 사항을 설명 자료에 포함하고 소비자에게 명확히 설명해야 한다.",explanation,required_presence,content_text,direct_content_field,explanation_material|product_core_terms,explanation_form,yes,high,"연계·제휴 서비스의 내용, 이행책임, 제공기간은 금융소비자보호법 제19조 제1항 제2호에 따른 필수 설명 사항이므로 설명서 및 설명 확인 프로세스 내에 해당 항목들이 누락 없이 반영되어 있는지 검증해야 합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:①:ob06,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,law_fincpa_main_2026-01-02:제19조:①:ob06:rule01,"When soliciting a financial product or upon a consumer's request for explanation, the seller must explain the deadline, method of exercise, and legal effects of subscription withdrawal.",explanation,required_presence,content_text,direct_content_field,explanation_material|explanation_confirmation,explanation_form,yes,high,This rule directly maps to the mandatory explanation content regarding subscription withdrawal (Article 46) under the Financial Consumer Protection Act.
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:②:ob01,law_fincpa_main_2026-01-02:제19조:②,제19조,②,설명의무,law_fincpa_main_2026-01-02:제19조:②:ob01:rule01,"Ensure that product explanation documents are provided to general financial consumers during solicitation or contracting, unless an exemption under the Presidential Decree applies.",explanation,required_presence,document_bundle,direct_workflow_field,explanation_material|explanation_confirmation,explanation_form,yes,high,"This rule directly maps to the operational requirement of delivering explanation documents to general consumers. The system must verify that the explanation document was successfully delivered and confirmed by the consumer, except where a valid exemption flag is recorded."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:②:ob02,law_fincpa_main_2026-01-02:제19조:②,제19조,②,설명의무,law_fincpa_main_2026-01-02:제19조:②:ob02:rule01,"Ensure the system captures and records the general financial consumer's confirmation of understanding via signature, seal, recording, or other legally prescribed methods during the explanation process.",explanation,required_process,workflow_metadata,direct_workflow_field,explanation_confirmation,explanation_form,yes,high,"This rule directly maps to the workflow requirement of capturing the consumer's confirmation of understanding. The system must verify that an approved confirmation method (signature, seal, recording, etc.) is executed and logged before proceeding to contract conclusion."
low,high_priority_article,law_fincpa_main_2026-01-02:제19조:③:ob01,law_fincpa_main_2026-01-02:제19조:③,제19조,③,설명의무,law_fincpa_main_2026-01-02:제19조:③:ob01:rule01,"Prohibit the inclusion of false or distorted explanations, including conclusive judgments on uncertain matters, regarding material product terms or factors affecting consumer judgment.",explanation,prohibited_presence,content_text,direct_content_field,explanation_material|prohibited_claim_signal,explanation_form,yes,high,"This rule targets the content of explanation materials and scripts to ensure no false claims, distorted facts, or misleadingly certain statements on uncertain outcomes are presented to consumers."
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob01,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob01:rule01,대출성 상품 등 계약 체결 시 금융소비자의 의사에 반하여 다른 금융상품의 계약 체결을 강요하는 행위(꺾기)를 금지한다.,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,fairness_guardrail|prohibited_claim_signal,workflow_log,yes,high,"대출성 상품 가입 전후 일정 기간 내에 타 금융상품(예적금, 보험 등)을 구속성으로 가입시키는 행위를 방지하기 위해 가입 타임라인 및 연계 가입 여부를 통제하는 시스템 룰이 필요합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob02,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob02:rule01,대출성 상품 계약 체결 시 차주의 신용도 등 합리적 근거 없이 부당하게 담보 또는 보증을 요구하는 행위를 금지한다.,unfair_sales,prohibited_presence,workflow_metadata,derived_decision_field,loan_conditions|fairness_guardrail,workflow_log,yes,high,대출 심사 및 승인 프로세스 상에서 차주의 신용 등급 대비 과도하거나 불합리한 담보/보증 요구가 있었는지 여부를 검증하기 위해 대출 조건 설정 로그 및 공정성 가드레일 필드와 연계가 필요합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob03,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob03:rule01,금융상품판매업자등 및 그 임직원이 업무와 관련하여 부당한 편익을 요구하거나 제공받는 행위를 금지하고 이를 내부통제 기준으로 통제해야 한다.,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,fairness_guardrail|internal_control_standard,workflow_log,yes,high,"임직원의 사적 편익 수취 및 요구 금지는 불공정영업행위의 핵심 유형으로, 내부통제 기준 및 임직원 행동강령에 반영되어 시스템적으로 모니터링되어야 합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob04,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob04:rule01,"대출성 상품 판매 시 금융소비자에게 특정 대출 상환방식을 강요하는 행위를 금지하고, 소비자가 상환방식을 자유롭게 선택할 수 있도록 보장해야 한다.",unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,loan_conditions|fairness_guardrail,workflow_log,yes,high,대출 계약 체결 과정에서 소비자의 상환방식 선택권이 제한되거나 특정 방식이 강제되었는지 여부를 시스템 로그 및 계약 조건 선택 이력을 통해 검증합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob05,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob05:rule01,대출 계약일로부터 3년 초과 시 또는 법령상 예외 사유에 해당하지 않는 한 중도상환수수료 부과를 금지하고 시스템적으로 통제한다.,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,loan_conditions|loan_costs,workflow_log,yes,high,대출 계약일로부터 3년 경과 여부 및 예외 사유 해당 여부를 검증하여 부당한 중도상환수수료 부과를 원천 차단하는 시스템 룰 설계가 필요합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제20조:①:ob06,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,law_fincpa_main_2026-01-02:제20조:①:ob06:rule01,개인 대출 등 대통령령으로 정하는 대출상품 계약 시 제3자의 연대보증을 요구하거나 계약 조건으로 설정하는 행위를 금지한다.,unfair_sales,prohibited_presence,document_bundle,direct_content_field,loan_conditions|prohibited_claim_signal,contract_document,yes,high,개인 대출 계약서 및 약정서 상에 제3자 연대보증 조항이나 서명란이 포함되어 있는지 여부를 검증해야 합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제21조:ob01,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,law_fincpa_main_2026-01-02:제21조:ob01:rule01,"금융상품 계약 체결 권유 시 단정적 판단 제공, 허위 사실 고지, 중요 사항 누락, 객관적 근거 없는 비교 행위를 금지한다.",solicitation,prohibited_presence,content_text,direct_content_field,prohibited_claim_signal|fairness_guardrail,visible_content,yes,high,"This rule maps directly to the core improper solicitation prohibitions under Article 21, Items 1-4. It requires scanning solicitation materials and scripts for prohibited claims, misleading comparisons, and omissions of material facts."
low,high_priority_article,law_fincpa_main_2026-01-02:제21조:ob02,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,law_fincpa_main_2026-01-02:제21조:ob02:rule01,보장성 상품 권유 시 소비자의 중요 사항 고지를 방해하거나 부실 고지를 권유하는 행위를 금지한다.,solicitation,prohibited_presence,content_text,direct_content_field,prohibited_claim_signal|insurance_warning,visible_content,yes,high,보장성 상품(보험 등)의 계약 체결 과정에서 고지의무 방해나 부실 고지 유도 문구 또는 스크립트가 포함되어 있는지 검증하는 규칙입니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제21조:ob03,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,law_fincpa_main_2026-01-02:제21조:ob03:rule01,"투자성 상품 권유 시 소비자의 사전 요청 없이 방문, 전화 등 실시간 대화 방식을 이용한 권유 행위를 금지한다.",solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|prohibited_claim_signal,workflow_log,yes,high,"소비자의 사전 권유 요청 여부(동의 이력)와 실제 권유 채널(방문, 전화 등 실시간 채널) 간의 매칭을 검증하는 규칙 설계가 필요합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제21조:ob04,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,law_fincpa_main_2026-01-02:제21조:ob04:rule01,"투자성 상품에 대해 소비자가 계약 체결 권유 거부 의사를 표시한 경우, 해당 소비자에게 지속적인 계약 체결 권유 행위를 즉시 중단하고 추가 권유를 금지해야 한다.",solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|prohibited_claim_signal,workflow_log,yes,high,소비자의 거부 의사 표시(거부 플래그 또는 거부 이력 기록) 이후에 동일 상품군에 대한 추가 권유 워크플로우가 실행되었는지 여부를 시스템 로그를 통해 검증해야 합니다.
low,,law_fincpa_main_2026-01-02:제21조의2:①:ob01,law_fincpa_main_2026-01-02:제21조의2:①,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,law_fincpa_main_2026-01-02:제21조의2:①:ob01:rule01,"Ensure general consumers are informed of their right to request the prohibition of solicitation contacts (do-not-call right) via written, electronic, or oral means.",solicitation,required_presence,content_text,direct_content_field,solicitation_purpose|prohibited_claim_signal,visible_content,yes,high,This rule requires verifying that the opt-out disclosure text is present in the solicitation materials or scripts provided to general consumers.
low,,law_fincpa_main_2026-01-02:제21조의2:①:ob02,law_fincpa_main_2026-01-02:제21조의2:①,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,law_fincpa_main_2026-01-02:제21조의2:①:ob02:rule01,Ensure that general consumers are provided with clear information regarding the methods and procedures for exercising their right to prohibit solicitation contacts during door-to-door or telemarketing sales.,solicitation,required_presence,content_text,direct_content_field,solicitation_purpose|prohibited_claim_signal,visible_content,yes,high,"This rule requires verifying that the disclosure content explicitly outlines the operational steps, contact channels, and processing times for consumers to opt out of solicitation."
low,,law_fincpa_main_2026-01-02:제21조의2:②:ob01,law_fincpa_main_2026-01-02:제21조의2:②,제21조의2,②,방문판매 및 전화권유판매 관련 준수사항,law_fincpa_main_2026-01-02:제21조의2:②:ob01:rule01,"If a general financial consumer requests the suspension of door-to-door sales or telemarketing, the financial sales agent must immediately comply and cease such solicitation activities.",solicitation,required_response,workflow_metadata,direct_workflow_field,solicitation_purpose|activity_record,workflow_log,yes,high,Requires tracking the consumer's opt-out request timestamp and verifying that no subsequent solicitation activities are initiated after that timestamp.
low,,law_fincpa_main_2026-01-02:제21조의2:③:ob01,law_fincpa_main_2026-01-02:제21조의2:③,제21조의2,③,방문판매 및 전화권유판매 관련 준수사항,law_fincpa_main_2026-01-02:제21조의2:③:ob01:rule01,"Prohibit financial product introduction or solicitation via visits or contacts between 9 PM and 8 AM the next day, unless explicitly requested by the consumer.",solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|activity_record,workflow_log,yes,high,System must verify that any outbound contact or visit log timestamped between 21:00 and 08:00 is paired with a pre-existing consumer request record.
low,,law_fincpa_main_2026-01-02:제21조의2:⑤:ob01,law_fincpa_main_2026-01-02:제21조의2:⑤,제21조의2,⑤,방문판매 및 전화권유판매 관련 준수사항,law_fincpa_main_2026-01-02:제21조의2:⑤:ob01:rule01,Maintain and prepare communication records of visit and phone sales for submission or inspection upon request by the Financial Services Commission.,recordkeeping,required_response,record_system,direct_record_field,activity_record|record_integrity_control|access_response,record_archive,yes,high,"This rule translates the FSC's authority to request communication records into an operational requirement for financial product distributors to maintain accessible, verifiable communication logs of visit and phone sales."
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:①:ob01,law_fincpa_main_2026-01-02:제22조:①,제22조,①,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:①:ob01:rule01,"Verify that the entity initiating or publishing a financial product advertisement is a registered financial product distributor authorized to advertise, and is not an unauthorized entity or a restricted investment product agent/broker.",advertising,prohibited_presence,workflow_metadata,direct_workflow_field,seller_identity|intermediary_status,workflow_log,yes,high,This rule prevents unauthorized entities and restricted investment agents/brokers from initiating advertising workflows. It requires checking the seller_identity and intermediary_status against the regulatory registry before allowing advertisement distribution.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:③:ob01,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:③:ob01:rule01,"Verify that general financial product advertisements (excluding investment products) contain the mandatory warning to read the product manual and terms before signing, the seller's name, and the product description.",advertising,required_presence,content_text,direct_content_field,seller_identity|product_identity|product_core_terms,visible_content,yes,high,"This rule applies to general financial product advertisements (excluding investment products under Article 17(5)). It requires the presence of the seller's name, product details, and the standard warning to read the manual and terms before signing."
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:③:ob02,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:③:ob02:rule01,"보장성 상품 광고 시 기존 계약 해지 후 신규 계약 체결에 따른 불이익(계약체결 거부, 보험료 인상, 보장내용 변경 등) 가능성 경고 문구를 필수 포함해야 한다.",advertising,required_presence,content_text,direct_content_field,insurance_warning,visible_content,yes,high,보장성 상품(보험 등) 광고 심의 시 기존 계약 해지 후 재가입에 따른 불이익 경고 문구가 텍스트 내에 누락 없이 포함되어 있는지 검증하는 규칙입니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:③:ob03,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:③:ob03:rule01,Verify that investment product advertisements include warnings on investment risks and explicitly state that past performance does not guarantee future returns if past performance is presented.,advertising,required_presence,content_text,direct_content_field,investment_warning|prohibited_claim_signal,visible_content,yes,high,This rule directly maps to the mandatory disclosure requirements for investment product advertisements under Article 22 Paragraph 3. It requires checking for the presence of risk warnings and the past performance disclaimer.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:③:ob04,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:③:ob04:rule01,"When advertising variable-rate deposit-type products with illustrated maturity payouts, the advertisement must explicitly state that the illustrated payout does not guarantee future returns.",advertising,required_presence,content_text,direct_content_field,deposit_disclaimer|product_core_terms,visible_content,yes,high,This rule applies specifically to variable-rate deposit products where maturity payouts are illustrated. The system must verify the presence of the disclaimer text in the advertisement content.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:③:ob05,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:③:ob05:rule01,Verify that advertisements for loan products explicitly include the required loan conditions.,advertising,required_presence,content_text,direct_content_field,loan_conditions,visible_content,yes,high,"This rule directly maps to the mandatory disclosure of loan conditions in advertisements for loan products under Article 22, Paragraph 3."
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:④:ob01,law_fincpa_main_2026-01-02:제22조:④,제22조,④,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:④:ob01:rule01,"보장성 상품 광고 시 보장 제한 조건, 고액 보장 강조, 일 단위 보험료 표시, 자동갱신 시 인상 가능성, 만기환급금 변동성 등 소비자가 오인할 수 있는 핵심 정보의 누락이나 왜곡을 금지하고 필수 경고 문구를 포함해야 한다.",advertising,prohibited_presence,content_text,direct_content_field,insurance_warning|product_core_terms|prohibited_claim_signal,visible_content,yes,high,"보장성 상품 광고 심의 시 보장 제한 조건 누락 여부, 일 단위 보험료 표기 시 산출기준 병기 여부, 자동갱신 인상 안내 문구 포함 여부 등을 검증하는 텍스트 필터링 및 체크리스트 룰로 구현 가능합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:④:ob02,law_fincpa_main_2026-01-02:제22조:④,제22조,④,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:④:ob02:rule01,"투자성 상품 광고 시 손실보전·이익보장 오인 유도 문구 사용을 금지하고, 특정 유리한 기간의 수익률만 선택적으로 표시하는 행위를 차단한다.",advertising,prohibited_presence,content_text,direct_content_field,investment_warning|prohibited_claim_signal,visible_content,yes,high,투자성 상품 광고 심의 시 원금보장 오인 문구 및 수익률 왜곡 표시 여부를 사전 필터링할 수 있는 텍스트 검증 룰셋 구축이 필요합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:④:ob03,law_fincpa_main_2026-01-02:제22조:④,제22조,④,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:④:ob03:rule01,"예금성 상품 광고 시 이자율 범위·산정방법 등을 명확히 표시하고, 특정 유리한 기간의 수익률만 선택적으로 표시하여 소비자를 오인하게 하는 행위를 금지한다.",advertising,prohibited_presence,content_text,direct_content_field,deposit_disclaimer|product_core_terms|prohibited_claim_signal,visible_content,yes,high,예금성 상품 광고 심의 시 이자율 산정방식 누락 여부 및 특정 기간 수익률 편향 왜곡 표시 여부를 검증하는 룰셋 설계가 필요합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제22조:④:ob04,law_fincpa_main_2026-01-02:제22조:④,제22조,④,금융상품등에 관한 광고 관련 준수사항,law_fincpa_main_2026-01-02:제22조:④:ob04:rule01,"대출성 상품 광고 시 대출이자율의 범위·산정방법 등을 명확히 표시하고, 일 단위 이자율 표시를 통해 저렴한 것으로 오인하게 하는 행위를 금지한다.",advertising,prohibited_presence,content_text,direct_content_field,loan_conditions|loan_rate_basis|loan_interest_timing|loan_costs,visible_content,yes,high,대출 광고 심의 시 일 단위 이자율 단독 표기 여부 및 이자율 산정방식 누락 여부를 검증하는 룰셋 설계가 필요합니다.
low,high_priority_article,law_fincpa_main_2026-01-02:제23조:①:ob01,law_fincpa_main_2026-01-02:제23조:①,제23조,①,계약서류의 제공의무,law_fincpa_main_2026-01-02:제23조:①:ob01:rule01,Ensure contract documents are provided to financial consumers without delay upon contract finalization.,contract_documents,required_process,workflow_metadata,direct_workflow_field,contract_document_delivery,workflow_log,yes,high,Requires system integration to track the timestamp of contract finalization against the timestamp of contract document delivery to verify 'without delay' compliance.
low,high_priority_article,law_fincpa_main_2026-01-02:제23조:②:ob01,law_fincpa_main_2026-01-02:제23조:②,제23조,②,계약서류의 제공의무,law_fincpa_main_2026-01-02:제23조:②:ob01:rule01,"In the event of a dispute, the financial business operator must prove the fact and timing of contract document delivery or contract conclusion by maintaining secure, timestamped delivery and execution logs.",recordkeeping,required_record,record_system,direct_record_field,contract_document_delivery|activity_record|record_integrity_control,record_archive,yes,high,"To satisfy the burden of proof under Article 23 Paragraph 2, the system must maintain immutable logs of contract delivery and execution timestamps, linked directly to the consumer's profile."
low,,law_fincpa_main_2026-01-02:제24조:ob01,law_fincpa_main_2026-01-02:제24조,제24조,,미등록자를 통한 금융상품판매 대리ㆍ중개 금지,law_fincpa_main_2026-01-02:제24조:ob01:rule01,Verify that any agent or broker involved in a financial contract is registered and active in the official staff registry before allowing contract execution.,intermediary,prohibited_presence,workflow_metadata,direct_workflow_field,intermediary_status|staff_registry,workflow_log,yes,high,This rule requires cross-referencing the intermediary identifier in the transaction workflow with the official registration database to prevent unregistered sales activities.
low,,law_fincpa_main_2026-01-02:제25조:①:ob01,law_fincpa_main_2026-01-02:제25조:①,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,law_fincpa_main_2026-01-02:제25조:①:ob01:rule01,"금융상품판매대리·중개업자는 금융소비자로부터 투자금, 보험료 등 계약 이행으로서의 급부를 수령해서는 안 되며, 예외적으로 권한을 부여받은 경우에만 수령해야 한다.",intermediary,prohibited_presence,workflow_metadata,direct_workflow_field,intermediary_status|activity_record,workflow_log,yes,high,대리·중개업자의 무단 수납 행위를 통제하기 위해 수납 주체 및 권한 부여 여부를 시스템 워크플로우 상에서 검증해야 합니다.
low,,law_fincpa_main_2026-01-02:제25조:①:ob02,law_fincpa_main_2026-01-02:제25조:①,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,law_fincpa_main_2026-01-02:제25조:①:ob02:rule01,"금융상품판매대리·중개업자가 대리·중개 업무를 제3자에게 재위탁하거나 이에 대한 대가를 지급하는 행위를 금지한다. 단, 대통령령으로 정하는 예외적 허용 행위는 제외한다.",intermediary,prohibited_presence,workflow_metadata,direct_workflow_field,intermediary_status|activity_record,workflow_log,yes,high,대리·중개업자의 재위탁 금지 의무를 검증하기 위해 위탁 계약 정보 및 업무 수행 주체(제3자 여부)를 시스템 로그 및 계약 메타데이터에서 확인해야 합니다.
low,,law_fincpa_main_2026-01-02:제25조:②:ob01,law_fincpa_main_2026-01-02:제25조:②,제25조,②,금융상품판매대리ㆍ중개업자의 금지행위,law_fincpa_main_2026-01-02:제25조:②:ob01:rule01,금융상품판매대리·중개업자가 금융상품직접판매업자로부터 사전에 약정된 수수료 외의 금품이나 재산상 이익을 요구하거나 수취하는 행위를 금지한다.,intermediary,prohibited_presence,workflow_metadata,direct_workflow_field,intermediary_status|prohibited_claim_signal,workflow_log,yes,high,"This rule targets unauthorized financial benefits received by intermediaries from direct sellers, which can be monitored via transaction logs, commission settlement records, and compliance reporting systems."
