record_id,article_id,paragraph_id,article_title,section_id,section_title,page_start,normalized_text,priority_reason,deterministic_is_relevant_to_theme2,gemini_is_relevant_to_theme2,deterministic_topic_family,gemini_topic_family,deterministic_product_scope,gemini_product_scope,deterministic_channel_scope,gemini_channel_scope,deterministic_obligation_mode,gemini_obligation_mode,deterministic_needs_decomposition,gemini_needs_decomposition,gemini_confidence,deterministic_note,gemini_note,gemini_reasoning_summary
law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,제2절,금융상품 유형별 영업행위 준수사항,11,"금융상품판매업자등은 계약 체결을 권유(금융상품자문업자가 자문 에 응하는 것을 포함한다. 이하 이 조에서 같다)하는 경우에 다음 각 호의 어느 하나에 해당하 는 행위를 해서는 아니 된다. 다만, 금융소비자 보호 및 건전한 거래질서를 해칠 우려가 없는 행위로서 대통령령으로 정하는 행위는 제외한다. 1. 불확실한 사항에 대하여 단정적 판단을 제공하거나 확실하다고 오인하게 할 소지가 있는 내용을 알리는 행위 2. 금융상품의 내용을 사실과 다르게 알리는 행위 3. 금융상품의 가치에 중대한 영향을 미치는 사항을 미리 알고 있으면서 금융소비자에게 알 리지 아니하는 행위 4. 금융상품 내용의 일부에 대하여 비교대상 및 기준을 밝히지 아니하거나 객관적인 근거 없 이 다른 금융상품과 비교하여 해당 금융상품이 우수하거나 유리하다고 알리는 행위 5. 보장성 상품의 경우 다음 각 목의 어느 하나에 해당하는 행위 가. 금융소비자(이해관계인으로서 대통령령으로 정하는 자를 포함한다. 이하 이 호에서 같 다)가 보장성 상품 계약의 중요한 사항을 금융상품직접판매업자에게 알리는 것을 방해 하거나 알리지 아니할 것을 권유하는 행위 나. 금융소비자가 보장성 상품 계약의 중요한 사항에 대하여 부실하게 금융상품직접판매업 자에게 알릴 것을 권유하는 행위 6. 투자성 상품의 경우 다음 각 목의 어느 하나에 해당하는 행위 가. 금융소비자로부터 계약의 체결권유를 해줄 것을 요청받지 아니하고 방문ㆍ전화 등 실 시간 대화의 방법을 이용하는 행위 나. 계약의 체결권유를 받은 금융소비자가 이를 거부하는 취지의 의사를 표시하였는데도 계약의 체결권유를 계속하는 행위 7. 그 밖에 금융소비자 보호 또는 건전한 거래질서를 해칠 우려가 있는 행위로서 대통령령으 로 정하는 행위",product_scope|channel_scope,yes,yes,improper_solicitation,improper_solicitation,general,multiple,solicitation|advisory|all_customer_facing,solicitation|visit_sales|phone_sales,prohibited_action,prohibited_action,yes,yes,high,Auto-prefill: improper solicitation prohibition.,"This article prohibits improper solicitation practices (부당권유행위 금지) across multiple product types, including specific prohibitions for insurance (보장성 상품) and investment (투자성 상품) products, as well as unsolicited real-time contacts.","The clause explicitly bans unfair solicitation practices during contract recommendation, making it highly relevant to improper solicitation. It covers multiple product types and channels, establishing clear prohibited actions."
law_fincpa_main_2026-01-02:제21조의2:①,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,"금융상품판매업자등은 서면, 전자문서 또는 구두에 의한 방법으로 다음 각 호의 사항을 일반금융소비자에게 알려야 한다. 1. 일반금융소비자가 금융상품판매업자등에 대하여 금융상품을 소개하거나 계약 체결을 권 유할 목적으로 본인에게 연락하는 것을 금지하도록 요구할 수 있다는 사항 2. 제1호에 따른 권리의 행사방법 및 절차",is_relevant_to_theme2|channel_scope|obligation_mode|needs_decomposition,review,yes,improper_solicitation,improper_solicitation,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales|solicitation,required_action,required_content,yes,no,high,"Auto-prefill: contact-consent, night-contact, and related system duties for visit/phone sales.",This clause mandates that financial sales agents inform general consumers of their right to opt-out of solicitation contacts (do-not-call rights) during visit or phone sales.,"The clause explicitly requires disclosing the consumer's right to prohibit solicitation contacts, which falls under improper solicitation prevention and visit/phone sales channels."
law_fincpa_main_2026-01-02:제21조의2:②,제21조의2,②,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,금융상품판매업자등은 일반금융소비자가 제1항제1호의 요구를 하면 즉시 이에 따라야 한다.,is_relevant_to_theme2|channel_scope|needs_decomposition,review,yes,improper_solicitation,improper_solicitation,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales,required_action,required_action,yes,no,high,"Auto-prefill: contact-consent, night-contact, and related system duties for visit/phone sales.","This clause mandates that financial sales agents must immediately comply with a general consumer's request to stop visits or phone calls (do-not-call request) under Paragraph 1, Item 1.","The clause directly regulates the operational response to a consumer's request to cease solicitation during visit or phone sales, making it highly relevant to theme 2 with specific channel scopes."
law_fincpa_main_2026-01-02:제21조의2:③,제21조의2,③,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,"금융상품판매업자등은 금융상품을 소개하거나 계약 체결을 권유할 목적으로 야간(오후 9시 이후부터 다음 날 오전 8시까지를 말한다)에 금융소비자를 방문하거나 연락하여서는 아 니 된다. 다만, 금융소비자가 요청하는 경우에는 제외한다.",is_relevant_to_theme2|channel_scope|obligation_mode|needs_decomposition,review,yes,improper_solicitation,improper_solicitation,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales|solicitation,required_action,prohibited_action,yes,no,high,"Auto-prefill: contact-consent, night-contact, and related system duties for visit/phone sales.","This clause prohibits unsolicited night-time visits or phone calls (from 9 PM to 8 AM the next day) for the purpose of introducing financial products or soliciting contracts, unless requested by the consumer.","The clause establishes a clear prohibition on night-time solicitation via visit or phone, which falls under improper solicitation and specifically targets visit/phone sales channels."
law_fincpa_main_2026-01-02:제21조의2:④,제21조의2,④,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,금융상품판매업자등은 대통령령으로 정하는 바에 따라 제2항에 따른 의무를 이행하기 위 한 시스템을 갖추어야 한다.,is_relevant_to_theme2|needs_decomposition,review,yes,internal_control,internal_control,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales|internal_control,workflow_control,workflow_control,yes,no,high,Auto-prefill: requires systems to implement contact-consent controls.,This clause requires financial sales business operators to establish systems to fulfill their obligations regarding visit sales and telemarketing (phone sales) as prescribed by Presidential Decree.,"The clause mandates the establishment of internal systems to support compliance with visit and phone sales obligations, making it highly relevant to internal control and channel-specific compliance workflows."
law_fincpa_main_2026-01-02:제21조의2:⑤,제21조의2,⑤,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,금융위원회는 제2항 또는 제3항의 위반 여부를 확인하기 위하여 금융상품판매업자등에 대하여 통신기록 등의 제출 또는 열람을 요청할 수 있다.,is_relevant_to_theme2|topic_family|channel_scope|obligation_mode|needs_decomposition,review,yes,internal_control,other,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales,recordkeeping,workflow_control,yes,no,high,Auto-prefill: communications records access for compliance monitoring.,"This clause empowers the Financial Services Commission (FSC) to request the submission or inspection of communication records to verify compliance with visit and phone sales regulations. It is a regulatory enforcement mechanism rather than a direct compliance obligation for the firm, but highly relevant to recordkeeping and sales channel compliance.","The clause governs regulatory oversight of visit and phone sales channels by allowing the FSC to request communication records. It is classified under 'other' topic family as it is an enforcement power, and mapped to visit_sales and phone_sales channels."
law_fincpa_main_2026-01-02:제21조의2:⑥,제21조의2,⑥,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,그 밖에 제1항부터 제4항까지와 관련된 구체적인 내용 및 절차에 관하여 필요한 세부사 항은 대통령령으로 정한다. [본조신설 2023. 7. 11.],is_relevant_to_theme2|channel_scope|obligation_mode|needs_decomposition,review,yes,improper_solicitation,improper_solicitation,general,general,visit_sales|phone_sales|internal_control,visit_sales|phone_sales,required_action,workflow_control,yes,no,high,"Auto-prefill: contact-consent, night-contact, and related system duties for visit/phone sales.",This clause delegates specific details and procedures regarding door-to-door sales and telemarketing to the Presidential Decree. It is relevant as a procedural delegation clause for visit/phone sales channels.,"The clause is a delegation provision referring to paragraphs 1 through 4 of Article 21-2, which governs door-to-door and telephone sales. It is classified under improper_solicitation/sales compliance with a channel scope of visit and phone sales."
law_fincpa_main_2026-01-02:제22조:①,제22조,①,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,"금융상품판매업자등이 아닌 자 및 투자성 상 품에 관한 금융상품판매대리ㆍ중개업자 등 대통령령으로 정하는 금융상품판매업자등은 금융 상품판매업자등의 업무에 관한 광고 또는 금융상품에 관한 광고(이하 “금융상품등에 관한 광 고”라 한다)를 해서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 기관(이하 “협회등 ”이라 한다), 그 밖에 금융상품판매업자등이 아닌 자로서 금융상품판매업자등을 자회사 또는 손자회사로 하는 금융지주회사 등 대통령령으로 정하는 자는 금융상품등에 관한 광고를 할 수 있다. 1. 「자본시장과 금융투자업에 관한 법률」 제283조에 따라 설립된 한국금융투자협회 2. 「보험업법」 제175조에 따라 설립된 보험협회 중 생명보험회사로 구성된 협회 3. 「보험업법」 제175조에 따라 설립된 보험협회 중 손해보험회사로 구성된 협회 4. 「상호저축은행법」 제25조에 따라 설립된 상호저축은행중앙회 5. 「여신전문금융업법」 제62조에 따라 설립된 여신전문금융업협회 6. 그 밖에 제1호부터 제5호까지의 기관에 준하는 기관으로서 대통령령으로 정하는 기관",product_scope|channel_scope,yes,yes,advertising_compliance,advertising_compliance,multiple,general,advertising|all_customer_facing,advertising,prohibited_action,prohibited_action,yes,yes,high,Auto-prefill: unauthorized advertising prohibition.,"This clause prohibits non-financial sales operators and certain agents/brokers from advertising financial products, with specific exceptions for financial associations and holding companies. It requires decomposition due to the list of exempt entities.","The clause establishes a general prohibition on advertising by unauthorized entities and specifies exceptions, which directly falls under advertising compliance and constitutes a prohibited action with exceptions."
law_fincpa_main_2026-01-02:제22조:②,제22조,②,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,금융상품판매업자등(제1항 단서에 해당하는 자를 포함한다. 이하 이 조에서 같다)이 금융 상품등에 관한 광고를 하는 경우에는 금융소비자가 금융상품의 내용을 오해하지 아니하도록 명확하고 공정하게 전달하여야 한다.,product_scope|channel_scope|needs_decomposition,yes,yes,advertising_compliance,advertising_compliance,multiple,general,advertising|all_customer_facing,advertising,general_principle,general_principle,yes,no,high,Auto-prefill: ads must be clear and fair so consumers are not misled.,This clause establishes the general principle of clarity and fairness in financial product advertising to prevent consumer misunderstanding.,"The clause explicitly regulates advertising practices (광고) for financial products, mandating clear and fair delivery of information to prevent consumer misunderstanding. It maps directly to advertising_compliance and general_principle."
law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,"금융상품판매업자등이 하는 금융상품등에 관한 광고에는 다음 각 호의 내용이 포함되어 야 한다. 다만, 제17조제5항 본문에 따른 투자성 상품에 관한 광고에 대해서는 그러하지 아 니하다. 1. 금융상품에 관한 계약을 체결하기 전에 금융상품 설명서 및 약관을 읽어 볼 것을 권유하 는 내용 2. 금융상품판매업자등의 명칭, 금융상품의 내용 3. 다음 각 목의 구분에 따른 내용 가. 보장성 상품의 경우: 기존에 체결했던 계약을 해지하고 다른 계약을 체결하는 경우에는 계약체결의 거부 또는 보험료 등 금융소비자의 지급비용(이하 이 조에서 “보험료등”이라 한다)이 인상되거나 보장내용이 변경될 수 있다는 사항 나. 투자성 상품의 경우 1) 투자에 따른 위험 2) 과거 운용실적을 포함하여 광고를 하는 경우에는 그 운용실적이 미래의 수익률을 보장 하는 것이 아니라는 사항 다. 예금성 상품의 경우: 만기지급금 등을 예시하여 광고하는 경우에는 해당 예시된 지급금 등이 미래의 수익을 보장하는 것이 아니라는 사항(만기 시 지급금이 변동하는 예금성 상 품으로서 대통령령으로 정하는 금융상품의 경우에 한정한다) 라. 대출성 상품의 경우: 대출조건 4. 그 밖에 금융소비자 보호를 위하여 대통령령으로 정하는 내용",channel_scope,yes,yes,advertising_compliance,advertising_compliance,multiple,multiple,advertising|all_customer_facing,advertising,required_content,required_content,yes,yes,high,Auto-prefill: advertisement must include required content; core clause for later decomposition.,"This clause specifies mandatory content requirements for financial product advertisements across different product categories (insurance, investment, deposit, loan) with specific exceptions.","The clause directly regulates advertising compliance by mandating specific disclosures and warnings based on the product type, making it highly relevant to Theme 2."
law_fincpa_main_2026-01-02:제22조:④,제22조,④,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,"금융상품판매업자등이 금융상품등에 관한 광고를 하는 경우 다음 각 호의 구분에 따른 행 위를 해서는 아니 된다. 1. 보장성 상품 가. 보장한도, 보장 제한 조건, 면책사항 또는 감액지급 사항 등을 빠뜨리거나 충분히 고지 하지 아니하여 제한 없이 보장을 받을 수 있는 것으로 오인하게 하는 행위 나. 보험금이 큰 특정 내용만을 강조하거나 고액 보장 사례 등을 소개하여 보장내용이 큰 것으로 오인하게 하는 행위 다. 보험료를 일(日) 단위로 표시하거나 보험료의 산출기준을 불충분하게 설명하는 등 보험 료등이 저렴한 것으로 오인하게 하는 행위 라. 만기 시 자동갱신되는 보장성 상품의 경우 갱신 시 보험료등이 인상될 수 있음을 금융 소비자가 인지할 수 있도록 충분히 고지하지 아니하는 행위 마. 금리 및 투자실적에 따라 만기환급금이 변동될 수 있는 보장성 상품의 경우 만기환급 금이 보장성 상품의 만기일에 확정적으로 지급되는 것으로 오인하게 하는 행위 등 금융 소비자 보호를 위하여 대통령령으로 정하는 행위 2. 투자성 상품 가. 손실보전(損失補塡) 또는 이익보장이 되는 것으로 오인하게 하는 행위. 다만, 금융소비 자를 오인하게 할 우려가 없는 경우로서 대통령령으로 정하는 경우는 제외한다. 나. 대통령령으로 정하는 투자성 상품에 대하여 해당 투자성 상품의 특성을 고려하여 대통 령령으로 정하는 사항 외의 사항을 광고에 사용하는 행위 다. 수익률이나 운용실적을 표시하는 경우 수익률이나 운용실적이 좋은 기간의 수익률이나 운용실적만을 표시하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위 3. 예금성 상품 가. 이자율의 범위ㆍ산정방법, 이자의 지급ㆍ부과 시기 및 부수적 혜택ㆍ비용을 명확히 표 시하지 아니하여 금융소비자가 오인하게 하는 행위 나. 수익률이나 운용실적을 표시하는 경우 수익률이나 운용실적이 좋은 기간의 것만을 표 시하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위 4. 대출성 상품 가. 대출이자율의 범위ㆍ산정방법, 대출이자의 지급ㆍ부과 시기 및 부수적 혜택ㆍ비용을 명확히 표시하지 아니하여 금융소비자가 오인하게 하는 행위 나. 대출이자를 일 단위로 표시하여 대출이자가 저렴한 것으로 오인하게 하는 행위 등 금 융소비자 보호를 위하여 대통령령으로 정하는 행위",channel_scope,yes,yes,advertising_compliance,advertising_compliance,multiple,multiple,advertising|all_customer_facing,advertising,prohibited_action,prohibited_action,yes,yes,high,Auto-prefill: prohibited misleading omissions/exaggerations in advertising.,"This clause details specific prohibited advertising practices categorized by product type (insurance, investment, deposit, and loan). It requires decomposition due to the distinct rules for each product category.","The clause explicitly regulates advertising compliance (Article 22, Paragraph 4) and lists prohibited actions for insurance, investment, deposit, and loan products, making 'multiple' and 'prohibited_action' the most accurate classifications."
law_fincpa_main_2026-01-02:제22조:⑤,제22조,⑤,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,금융상품등에 관한 광고를 할 때 「표시ㆍ광고의 공정화에 관한 법률」 제4조제1항에 따른 표시ㆍ광고사항이 있는 경우에는 같은 법에서 정하는 바에 따른다.,product_scope|channel_scope|obligation_mode,yes,yes,advertising_compliance,advertising_compliance,multiple,general,advertising|all_customer_facing,advertising,general_principle,required_action,no,no,high,Auto-prefill: cross-reference to fair labeling/advertising law.,This clause mandates compliance with the Fair Labeling and Advertising Act when displaying or advertising financial products.,"The clause explicitly governs financial product advertising and references external statutory requirements for labeling and advertising, making it highly relevant to advertising compliance."
law_fincpa_main_2026-01-02:제22조:⑥,제22조,⑥,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,협회등은 금융상품판매업자등의 금융상품등에 관한 광고와 관련하여 대통령령으로 정하 는 바에 따라 제1항부터 제4항까지의 광고 관련 기준을 준수하는지를 확인하고 그 결과에 대한 의견을 해당 금융상품판매업자등에게 통보할 수 있다.,product_scope|channel_scope|needs_decomposition,yes,yes,advertising_compliance,advertising_compliance,multiple,general,advertising|all_customer_facing,advertising,workflow_control,workflow_control,yes,no,high,Auto-prefill: association-level ad compliance review/notification path.,This clause authorizes associations (협회등) to review financial product advertisements for compliance with paragraphs 1 through 4 and notify the financial sales business operator of the results.,"The clause directly governs the compliance review process for financial product advertisements by industry associations, making it highly relevant to advertising compliance."
law_fincpa_main_2026-01-02:제22조:⑦,제22조,⑦,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,12,제2항부터 제4항까지의 규정과 관련된 구체적인 내용 및 광고의 방법과 절차는 대통령령 으로 정한다.,product_scope|channel_scope|obligation_mode,yes,yes,advertising_compliance,advertising_compliance,multiple,general,advertising|all_customer_facing,advertising,general_principle,workflow_control,no,no,high,Auto-prefill: details delegated to enforcement decree.,"This clause delegates the specific details, methods, and procedures of advertising compliance to the Presidential Decree.","The clause explicitly references advertising methods and procedures (paragraphs 2 through 4 of Article 22), making it highly relevant to advertising compliance. It acts as a delegation provision to the Presidential Decree."
law_fincpa_main_2026-01-02:제23조:①,제23조,①,계약서류의 제공의무,제2절,금융상품 유형별 영업행위 준수사항,14,"금융상품직접판매업자 및 금융상품자문업자는 금융소비자와 금융상품 또는 금융상품자문에 관한 계약을 체결하는 경우 금융상품의 유형별로 대통령령으 로 정하는 계약서류를 금융소비자에게 지체 없이 제공하여야 한다. 다만, 계약내용 등이 금융 소비자 보호를 해칠 우려가 없는 경우로서 대통령령으로 정하는 경우에는 계약서류를 제공하 지 아니할 수 있다.",topic_family|needs_decomposition,yes,yes,explanation_duty,other,general,general,contracting,contracting,required_action,required_action,yes,no,high,Auto-prefill: contract-document provision duty.,"This clause establishes the core obligation to provide contract documents to financial consumers without delay upon contract execution, with exceptions specified by Presidential Decree.","The clause mandates the delivery of contract documents upon entering a contract, which is a key post-solicitation/contracting compliance step. It is classified under 'other' for topic family as it specifically governs contract document delivery rather than suitability, explanation, or unfair practices."
law_fincpa_main_2026-01-02:제23조:②,제23조,②,계약서류의 제공의무,제2절,금융상품 유형별 영업행위 준수사항,14,제1항에 따른 계약서류의 제공 사실 또는 계약체결 사실 및 그 시기에 관하여 금융소비자 와 다툼이 있는 경우에는 금융상품직접판매업자 및 금융상품자문업자가 이를 증명하여야 한 다.<개정 2023. 7. 11.>,topic_family|needs_decomposition,yes,yes,internal_control,other,general,general,contracting,contracting,recordkeeping,recordkeeping,yes,no,high,Auto-prefill: proof/record path around document provision.,This clause places the burden of proof on the financial business operator regarding whether and when contract documents were provided or the contract was concluded. It functions as a recordkeeping and evidentiary compliance requirement.,"The clause establishes the burden of proof for contract document delivery, which is closely tied to contracting workflows and recordkeeping/evidentiary compliance under Chapter 4."
law_fincpa_main_2026-01-02:제23조:③,제23조,③,계약서류의 제공의무,제2절,금융상품 유형별 영업행위 준수사항,14,제1항에 따른 계약서류 제공의 방법 및 절차는 대통령령으로 정한다.,topic_family|obligation_mode,yes,yes,explanation_duty,other,general,general,contracting,contracting,general_principle,workflow_control,no,no,high,Auto-prefill: detailed procedures delegated to decree.,This clause delegates the specific methods and procedures for providing contract documents to the Presidential Decree. It is relevant to the contracting phase.,"The clause establishes the legal delegation for the methods and procedures of delivering contract documents under Article 23, Paragraph 1, which directly relates to the contracting channel and workflow control."
law_fincpa_main_2026-01-02:제24조,제24조,,미등록자를 통한 금융상품판매 대리ㆍ중개 금지,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,15,금융상품판매업자는 금융상품판매대 리ㆍ중개업자가 아닌 자에게 금융상품계약체결등을 대리하거나 중개하게 해서는 아니 된다.,is_relevant_to_theme2|topic_family|channel_scope,review,yes,internal_control,unfair_sales_practice,general,general,internal_control,solicitation|contracting,prohibited_action,prohibited_action,no,no,high,Auto-prefill: intermediary registration control; may be secondary to the first workflow.,This clause prohibits financial product distributors from outsourcing or allowing unregistered entities to act as agents or brokers for financial contracts.,The clause clearly prohibits a specific action (using unregistered agents/brokers) during the solicitation and contracting phases for all financial products.
law_fincpa_main_2026-01-02:제25조:①,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,13,"금융상품판매대리ㆍ중개업자는 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 1. 금융소비자로부터 투자금, 보험료 등 계약의 이행으로서 급부를 받는 행위. 다만, 금융상 품직접판매업자로부터 급부 수령에 관한 권한을 부여받은 경우로서 대통령령으로 정하는 행위는 제외한다. 2. 금융상품판매대리ㆍ중개업자가 대리ㆍ중개하는 업무를 제3자에게 하게 하거나 그러한 행 위에 관하여 수수료ㆍ보수나 그 밖의 대가를 지급하는 행위. 다만, 금융상품직접판매업자 의 이익과 상충되지 아니하고 금융소비자 보호를 해치지 아니하는 경우로서 대통령령으로 정하는 행위는 제외한다. 3. 그 밖에 금융소비자 보호 또는 건전한 거래질서를 해칠 우려가 있는 행위로서 대통령령으 로 정하는 행위",is_relevant_to_theme2|product_scope,review,yes,unfair_sales_practice,unfair_sales_practice,general,multiple,solicitation|contracting,solicitation|contracting,prohibited_action,prohibited_action,yes,yes,high,Auto-prefill: prohibited actions for sales agencies/intermediaries.,"This clause prohibits financial product sales agents and brokers from engaging in specific actions, such as receiving payments (investment, premiums) from consumers without authorization, or delegating their agency/brokerage duties to third parties. It contains multiple sub-paragraphs that may benefit from decomposition.","The clause explicitly lists prohibited actions for financial sales agents and brokers, aligning with unfair sales practices and solicitation/contracting channels across multiple product types."
law_fincpa_main_2026-01-02:제25조:②,제25조,②,금융상품판매대리ㆍ중개업자의 금지행위,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,13,"금융상품판매대리ㆍ중개업자는 금융상품판매 대리ㆍ중개 업무를 수행할 때 금융상품직 접판매업자로부터 정해진 수수료 외의 금품, 그 밖의 재산상 이익을 요구하거나 받아서는 아 니 된다.",is_relevant_to_theme2|needs_decomposition,review,yes,unfair_sales_practice,unfair_sales_practice,general,general,solicitation|contracting,solicitation|contracting,prohibited_action,prohibited_action,yes,no,high,Auto-prefill: prohibited actions for sales agencies/intermediaries.,This clause prohibits financial product sales agents/brokers from demanding or receiving unauthorized financial benefits or property interests from direct product sellers beyond the designated fees.,"The clause establishes a clear prohibition on receiving unauthorized commissions or benefits, which falls under unfair sales practices and solicitation/contracting channels."
law_fincpa_main_2026-01-02:제25조:③,제25조,③,금융상품판매대리ㆍ중개업자의 금지행위,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,13,"제2항의 수수료의 범위, 재산상 이익의 내용에 관한 구체적인 사항은 대통령령으로 정한 다.",is_relevant_to_theme2|obligation_mode|needs_decomposition,review,yes,unfair_sales_practice,unfair_sales_practice,general,general,solicitation|contracting,solicitation|contracting,prohibited_action,required_content,yes,no,high,Auto-prefill: prohibited actions for sales agencies/intermediaries.,This clause delegates the specific scope of prohibited fees and financial benefits for financial sales agents/brokers to the Presidential Decree. It supports the enforcement of the prohibition of unfair financial benefits.,"The clause defines the delegation of authority for determining the scope of prohibited fees and financial benefits under Article 25, Paragraph 2, which directly relates to unfair sales practices and solicitation channels."
law_fincpa_main_2026-01-02:제26조:①,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,15,금융상품판매대리ㆍ중개업자는 금융상 품판매 대리ㆍ중개 업무를 수행할 때 금융소비자에게 다음 각 호의 사항 모두를 미리 알려야 한다. 1. 금융상품판매대리ㆍ중개업자가 대리ㆍ중개하는 금융상품직접판매업자의 명칭 및 업무 내 용 2. 하나의 금융상품직접판매업자만을 대리하거나 중개하는 금융상품판매대리ㆍ중개업자인 지 여부 3. 금융상품직접판매업자로부터 금융상품 계약체결권을 부여받지 아니한 금융상품판매대리 ㆍ중개업자의 경우 자신이 금융상품계약을 체결할 권한이 없다는 사실 4. 제44조와 제45조에 따른 손해배상책임에 관한 사항 5. 그 밖에 금융소비자 보호 또는 건전한 거래질서를 위하여 대통령령으로 정하는 사항,is_relevant_to_theme2|channel_scope|obligation_mode|needs_decomposition,review,yes,explanation_duty,explanation_duty,general,general,solicitation|contracting|all_customer_facing,solicitation|contracting,required_action,required_content,yes,no,high,Auto-prefill: notice/disclosure duties for sales agencies/intermediaries.,This clause mandates financial product sales agents and brokers to disclose specific operational and legal status information (such as their lack of contract-concluding authority and liability details) to consumers prior to performing agency or brokerage services.,"The clause establishes a pre-contractual disclosure obligation for agents and brokers, which falls under the explanation duty and general solicitation/contracting channels for all financial products."
law_fincpa_main_2026-01-02:제26조:②,제26조,②,금융상품판매대리ㆍ중개업자의 고지의무 등,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,15,금융상품판매대리ㆍ중개업자는 금융상품판매 대리ㆍ중개 업무를 수행할 때 자신이 금융 상품판매대리ㆍ중개업자라는 사실을 나타내는 표지를 게시하거나 증표를 금융소비자에게 보여 주어야 한다.,is_relevant_to_theme2|topic_family|channel_scope|needs_decomposition,review,yes,explanation_duty,other,general,general,solicitation|contracting|all_customer_facing,all_customer_facing|solicitation|contracting,required_action,required_action,yes,no,high,Auto-prefill: notice/disclosure duties for sales agencies/intermediaries.,This clause requires financial product agents/brokers to display signs or present identification showing their status when performing agency/brokerage duties.,"The clause mandates a specific disclosure action (displaying signs or presenting credentials) for agents and brokers during customer-facing operations, which falls under required action for general products."
law_fincpa_main_2026-01-02:제26조:③,제26조,③,금융상품판매대리ㆍ중개업자의 고지의무 등,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,15,제2항에 따른 표지 게시 및 증표 제시에 관한 구체적인 사항은 대통령령으로 정한다.,is_relevant_to_theme2|topic_family|channel_scope|needs_decomposition,review,yes,explanation_duty,other,general,general,solicitation|contracting|all_customer_facing,all_customer_facing,required_action,required_action,yes,no,high,Auto-prefill: notice/disclosure duties for sales agencies/intermediaries.,This clause delegates the specific details regarding the posting of signs and presentation of identification by financial product brokers/agents to the Presidential Decree. It supports the disclosure obligations of intermediaries.,The clause is relevant as it governs the operational disclosure requirements for financial product intermediaries under Chapter 4. It is classified as 'other' within the topic family as it specifically deals with intermediary identification/signage delegation rather than direct sales principles.
law_fincpa_main_2026-01-02:제27조:①,제27조,①,금융상품자문업자의 영업행위준칙 등,제3절,금융상품판매업자등의 업종별 영업행위 준수사항,15,금융상품자문업자는 금융소비자에 대하여 선 량한 관리자의 주의로 자문에 응하여야 한다.,is_relevant_to_theme2|topic_family|product_scope|channel_scope|obligation_mode|needs_decomposition,review,yes,explanation_duty,general_principle,multiple,general,advisory|all_customer_facing,advisory,required_action,general_principle,yes,no,high,Auto-prefill: advisory business conduct rules; may be outside the first ad-review slice.,This clause establishes the general fiduciary duty (duty of care of a good manager) for financial investment/product advisors.,"The clause mandates that financial product advisors must respond to consultations with the care of a good manager, which is a foundational general principle for advisory channels."
